0, Accounts Receivable Turnover, After-tax Net Profit Growth Rate, After-tax net Interest Rate, Allocation rate per person, Average Collection Days, Borrowing dependency, CFO to Assets, Cash Flow Per Share, Cash Flow to Equity, Cash Flow to Liability, Cash Flow to Sales, Cash Flow to Total Assets, Cash Reinvestment %, Cash Turnover Rate, Cash flow rate, Cash/Current Liability, Cash/Total Assets, Contingent liabilities/Net worth, Continuous Net Profit Growth Rate, Continuous interest rate (after tax), Current Asset Turnover Rate, Current Assets/Total Assets, Current Liabilities/Equity, Current Liabilities/Liability, Current Liability to Assets, Current Liability to Current Assets, Current Liability to Equity, Current Liability to Liability, Current Ratio, Debt ratio %, Degree of Financial Leverage (DFL), Equity to Liability, Equity to Long-term Liability, Fixed Assets Turnover Frequency, Fixed Assets to Assets, Gross Profit to Sales, Interest Coverage Ratio (Interest expense to EBIT), Interest Expense Ratio, Interest-bearing debt interest rate, Inventory Turnover Rate (times), Inventory and accounts receivable/Net value, Inventory/Current Liability, Inventory/Working Capital, Liability to Equity, Liability-Assets Flag, Long-term Liability to Current Assets, Long-term fund suitability ratio (A), Net Income Flag, Net Income to Stockholder's Equity, Net Income to Total Assets, Net Value Growth Rate, Net Value Per Share (A), Net Value Per Share (B), Net Value Per Share (C), Net Worth Turnover Rate (times), Net profit before tax/Paid-in capital, Net worth/Assets, No-credit Interval, Non-industry income and expenditure/revenue, Operating Expense Rate, Operating Funds to Liability, Operating Gross Margin, Operating Profit Growth Rate, Operating Profit Per Share (Yuan ¥), Operating Profit Rate, Operating profit per person, Operating profit/Paid-in capital, Per Share Net profit before tax (Yuan ¥), Persistent EPS in the Last Four Seasons, Pre-tax net Interest Rate, Quick Asset Turnover Rate, Quick Assets/Current Liability, Quick Assets/Total Assets, Quick Ratio, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, ROA(C) before interest and depreciation before interest, Realized Sales Gross Margin, Realized Sales Gross Profit Growth Rate, Regular Net Profit Growth Rate, Research and development expense rate, Retained Earnings to Total Assets, Revenue Per Share (Yuan ¥), Revenue per person, Tax rate (A), Total Asset Growth Rate, Total Asset Return Growth Rate Ratio, Total Asset Turnover, Total assets to GNP price, Total debt/Total net worth, Total expense/Assets, Total income/Total expense, Working Capital to Total Assets, Working Capital/Equity, Working capitcal Turnover Rate
,0.0007162204660505,0.689125376339767,0.809307235535335,0.0002085459401976,0.0088379579620608,0.36963718146295,0.585157519991767,0.323229822451722,0.350014420703855,0.905119835412887,0.672126465049857,1.0,0.377957229611415,0.0018573124704822,0.472382006827542,0.241955071223559,0.925017983207596,0.0053658477137564,0.217561893331419,0.781564921848224,0.0007412903526333,0.970275423874853,0.326732364683016,0.944715079064339,0.0198535719414906,0.0029953115182582,0.326732364683016,0.944715079064339,0.0918018976539855,0.0165976358194516,0.0267911566924924,0.206130319808729,0.110933233663468,0.0083585436207949,0.0028087920951811,0.625419015501213,0.565158395757604,0.63061225188696,0.0,734000000.0,0.395788982922552,0.0131095583913716,0.277004504135296,0.27517543082553,0.0,0.0,0.0998855927097687,1.0,0.840041902506452,0.795982885167634,0.001020883773418,0.174961021448738,0.174961021448738,0.174961021448738,0.0183870967741936,0.169542266797376,0.983402364180548,0.624607120114042,0.303487062703223,0.0004802383591921,0.371871053834597,0.625419795615388,0.847953445461602,0.0964090872078821,0.998999245476615,0.39400963343208,0.0964140895989057,0.171725540408225,0.214427531436135,0.79740426251874,0.000738494354592,0.0868484711173049,0.956516608504894,0.0866002817263412,0.53080026166594,0.518764387815194,0.470628382001657,0.625419795615388,0.0220670849306216,0.689125376339767,0.0,0.93150955163455,0.0068968646490312,0.0161332491223947,0.991902014373924,0.0002150194393828,0.263222758390253,0.0794602698650675,0.0009479775632053,0.0005462387948093,0.0313290169923043,0.0022301475403731,1.0,0.742883865272526,0.594399055358438
,0.0003611536627676,0.68581558883973,0.809085639649155,0.0105424019033625,0.0175008645828441,0.375775862647428,0.53393252556054,0.312194949423499,0.317767994977656,0.463193399460669,0.671586739857727,0.662536268281488,0.368317126783652,0.0001395856899252,0.457599624233579,0.0088828592032245,0.146474350076685,0.0078732816613044,0.217175479213386,0.781326605456687,0.0002532676477224,0.723622817073612,0.330209665573342,0.647170814715861,0.0872143669326299,0.0187290707565937,0.330209665573342,0.647170814715861,0.0156611055815739,0.126885751428485,0.0265499510914533,0.0292959823533781,0.117054827764348,0.0006906824441837,0.0826026063722498,0.600848102287272,0.563668120312586,0.629741030944782,0.0008100810081008,0.0020570922391676,0.405191158364627,0.0003555101713701,0.276981958284086,0.279759015256145,0.0,0.0051387901417061,0.0070884633563941,1.0,0.83669343309094,0.754696049372587,0.0004883822128957,0.17365471324428,0.17365471324428,0.179427752728499,0.032258064516129,0.150509011386773,0.873114248571515,0.62449134624619,0.303195090418354,0.0001503274420779,0.33322803224345,0.600851842776633,0.847878309150429,0.0924191841055289,0.998934770124571,0.386920241514213,0.0923917468692494,0.148527528809219,0.189845892029876,0.797160091597989,0.0002688540738685,0.0156607333348048,0.74874530255738,0.014892942742677,0.470726122982992,0.460891910701858,0.417540096524155,0.600851842776633,0.0221021519334869,0.685898572292206,204000000.0,0.9110326377271,0.0232466687841251,0.0584374954100143,0.0,6670000000.0,0.262899503461781,0.11544227886057,0.0084332726858483,0.0068667414439307,0.0414688349942131,0.0020600456388275,0.872358101320772,0.740728073585136,0.594026838414164
,0.0008521603278788,0.689302451947503,0.809342649213973,0.0075596772378364,0.0074170534162763,0.37072087285806,0.625253990829904,0.326837377095565,0.317827178186773,0.46559067254767,0.671584109481051,0.666698550294237,0.389217987407325,5880000000.0,0.469127601217886,0.0057213625257323,0.0914117845105506,0.0072389587598713,0.217578090290638,0.781595518416748,0.0001069389274203,0.485542741419227,0.329456923157974,0.838407867642883,0.0844900665485029,0.0270510603970148,0.329456923157974,0.838407867642883,0.010804334463855,0.0943555945218732,0.0268318617386428,0.040400020569087,0.112055461070124,0.0005711557999547,0.146126455112685,0.604992215767204,0.56534528717947,0.630797523321598,0.0002910291029102,0.0001240063963607,0.401197444344561,0.0080738377060072,0.277296886301375,0.277890059540996,0.0,0.0016632684996889,0.0060894956387938,1.0,0.84071687013246,0.805873751986643,0.0004554673828507,0.184231595802958,0.184231595802958,0.184947958366693,0.0362903225806452,0.174391071563231,0.905644405478127,0.623816486496367,0.303545795538673,0.0001659383687552,0.360199936455254,0.604995747992909,0.848072143657898,0.0995847243709796,0.998987344112349,0.395061170032338,0.0995081993909489,0.175416133162612,0.219343859317387,0.797423630183842,8210000000.0,0.0078137011054796,0.361987987946662,0.0075179011013279,0.544592237243785,0.534557524492746,0.488178228440501,0.605096643076435,0.022074986463489,0.689266846391051,9510000000.0,0.935931167363724,0.0352859325135744,0.0351100862182924,0.304686709181091,6200000000.0,0.263734060656922,0.166416791604198,0.0045946998498887,0.0042896615872842,0.0355102776968708,0.0022776932201131,0.809579895841167,0.735503949760188,0.593951253697538
,0.0547999959420937,0.689530194781437,0.809353585791199,0.005825162100613,0.0001152777125486,0.373075021863949,0.671049938488823,0.342859163896159,0.313052433417981,0.458004087281619,0.671570808535285,0.635198539458404,0.397367832793115,718000000.0,0.471489561577884,0.0013425104708446,0.0288364506446952,0.0062950911572584,0.217611064923654,0.781615027237964,133000000.0,0.164481375957871,0.332484767268268,0.694251551903733,0.113751149076166,0.105307127571698,0.332484767268268,0.694251551903733,0.0025734709096071,0.155304289990023,0.0268195377629255,0.0233021973682538,0.117784783866294,0.0008699724105271,0.267988852775927,0.614425655396173,0.565290183307561,0.63072389419323,0.0003600360036003,0.0004822683272951,0.396001998866594,0.0031643084862959,0.276792172751837,0.282087519247432,0.0,0.0204312503682044,0.0053380521161205,1.0,0.843294729849106,0.829396001934408,0.0004881576234564,0.189246133749105,0.189246133749105,0.189246133749105,0.115967741935484,0.199132795415127,0.844695710009977,0.623683250062959,0.303530326808349,0.0002951043324484,0.361856958799703,0.614429438302657,0.848064979415921,0.126292647178569,0.99900779597133,0.397933108704009,0.126272249092123,0.200045190931686,0.246289117897324,0.797439262656389,18400000.0,0.0014861671272416,0.0953794170846924,0.0011135551793104,0.592673353685129,0.595535092885058,0.546970214010627,0.614429438302657,0.0221087734180298,0.689527078573903,0.0,0.942760420396258,0.141083231241587,0.0380741154179457,0.169855248506934,7620000000.0,0.264256241695223,0.466266866566717,0.0300858170998337,0.0100776042094128,0.146827984056259,0.0022688446657842,0.695542874165078,0.727148660991488,0.59390126250341
,0.0014912805737879,0.68926300883918,0.809159201150736,0.0203437595077773,0.0042422198217892,0.386358908748487,0.602052998686613,0.330020513546014,0.3092359251805,0.456544117984353,0.671558384083608,0.622572741516094,0.384188368540665,5390000000.0,0.465940296754821,0.003636744435935,0.0610075520121141,0.0053658477137564,0.21758275259912,0.781413342517918,0.0001072629929644,0.352064098718436,0.332765160964265,0.436592345707885,0.0887341054023561,0.0390928925276615,0.332765160964265,0.436592345707885,0.007409025244851,0.191250718021586,0.0265285643711501,0.0182097110685717,0.141099442156928,9910000000.0,0.617489857467947,0.596598586096969,0.563492292415671,0.629630758482761,0.0003800380038003,7430000000.0,0.402764920159213,0.0082336324609587,0.278060381075046,0.286814996064338,0.0,0.0321316772768758,0.0050465069347236,1.0,0.83618003076484,0.766273913972994,0.0003937551958142,0.192280139901395,0.192280139901395,0.192280139901395,0.0419354838709677,0.139454038157002,0.808749281978414,0.624292366003441,0.303303129831712,7300000000.0,0.346740219384553,0.59659983568515,0.84774724704885,0.0909535054148685,0.998944013902642,0.391035933153931,0.0909016887325549,0.140468479325149,0.176987803725064,0.797232997023052,6540000000.0,0.0043569576848751,0.212417726995088,0.0036931353846038,0.493403837767117,0.504684404946732,0.455808511675523,0.59659983568515,0.0220072071145528,0.689266788683504,419000000.0,0.921548328565283,0.0556740323971142,0.0162566279394269,0.0,4860000000.0,0.263821867885089,0.109445277361319,0.0211236539135583,0.0165959930329476,0.0268157738727662,0.0020409758016,0.769235464129185,0.734089371988456,0.593930551409962
,0.0013634565246061,0.689646244658301,0.809287575735797,0.0004760517232132,0.0046350179534363,0.382743249016402,0.601140504760794,0.322487090613284,0.319246952659206,0.46157733350048,0.671576514918692,0.660341472998332,0.389888603256213,4750000000.0,0.46348942737559,0.0042844166628796,0.151600702576487,0.0053658477137564,0.217621839667884,0.781543728812227,7320000000.0,0.72390406494182,0.340460690339325,0.925837161683669,0.18769707406459,0.0405222652640544,0.340460690339325,0.925837161683669,0.0071388232798025,0.194032106902077,0.0278574595565943,0.0178948294201847,0.114169493149687,0.0117529490173473,0.012092194585653,0.601296729985029,0.567689145152628,0.629446514431309,0.0002810281028102,0.0009691224073061,0.408457402839945,0.0009017699340507,0.277120444471338,0.287313571954504,0.0,0.0016496660220582,0.013768919186896,1.0,0.838587952514313,0.785071133433451,0.0004161891853597,0.151911002486199,0.151911002486199,0.151911002486199,0.110483870967742,0.170198325918106,0.805967893097923,0.623790831888201,0.303514616379113,0.0001221121375648,0.346508983377111,0.601298663860823,0.848182630621189,0.0981190456803192,0.998970243122918,0.39370434861265,0.0980832804077711,0.171198312871884,0.208565755885412,0.797385448215498,7840000000.0,0.0069279129497156,0.71979641475638,0.0061173793211867,0.517335368512865,0.504470260720595,0.472188368351777,0.601298663860823,0.0221368870719718,0.689646244658301,1360000000.0,0.908932586260904,0.0640228685512047,0.0548183834437378,0.0,5030000000.0,0.264786970339806,0.313343328335832,0.0003337389332544,0.0172835790951951,0.0536965624934301,0.0021953458671733,0.782804789254753,0.735762887639949,0.593924295871913
,0.0014567883700404,0.689706231653328,0.809316870139082,0.128128233084092,0.0043404193547009,0.382786865078744,0.627552516532156,0.324326236117988,0.315152017769915,0.459663312573584,0.671579496776379,0.645554353115639,0.389171416862263,4950000000.0,0.47188210328544,0.0011409554194974,0.0139574006309844,0.0053658477137564,0.217628088156761,0.781563377984674,0.0001117843495615,0.0857688643144871,0.330265162941055,0.348433646148454,0.0645782671588238,0.11085387066588,0.330265162941055,0.348433646148454,0.0024299456163943,0.172748435468755,0.0381766617806668,0.0205720296308154,0.137702002574161,1970000000.0,0.809538601110864,0.621564918474849,0.569769276865562,0.634850892453528,0.0005370537053705,19100000.0,0.394533662547912,0.0,0.276974860487935,0.284042983815441,0.0,0.129463266885564,0.0049950332480805,1.0,0.840096340948937,0.796451298113988,0.0004472823455082,0.150688972230416,0.150688972230416,0.150688972230416,0.0167741935483871,0.169218007691728,0.827251564531245,0.624200238195578,0.302941789959295,0.0001635100023832,0.351956108856944,0.621564162066331,0.851135486473911,0.101294682843417,0.99925402710969,0.410958594333009,0.101307668506848,0.170219176018679,0.214427531436135,0.797397207155024,0.0001231647419277,0.0025687248241818,0.0895266530387318,0.0018621637032166,0.542411687745312,0.549279940039617,0.494369424267538,0.621578575649692,0.0221521686365372,0.689706231653328,0.0,0.902946483036051,0.0044769121405992,0.0194644771822628,0.379997975503593,5930000000.0,0.264612909993706,0.0299850074962519,0.0020597952347506,0.0127741453049909,0.0188975258817276,0.0022345264549405,0.717846229348773,0.728688581095425,0.593802613238108
,0.0023840199648991,0.689682802389277,0.809281977249836,0.0221619644474661,0.0026530952065819,0.377380710069495,0.677456124434076,0.337978354672137,0.32040142876786,0.462647193233221,0.671582996577394,0.666985643979538,0.407305987109273,6350000000.0,0.469760029524505,0.0040199604076423,0.110427151093966,0.0053658477137564,0.217626000902643,0.781537693709261,0.0001197479065187,0.601095353823127,0.336178292042297,0.759015408625513,0.145607387124301,0.0377909792197409,0.336178292042297,0.759015408625513,0.0076723629567458,0.182785621428787,0.0263257892662934,0.0192343785750939,0.121220981809911,0.0002768781758721,0.331760649752149,0.60692724260567,0.561193309695857,0.628360570403145,0.0003320332033203,5240000000.0,0.41033569437169,0.0116756448509055,0.278280485338212,0.285433970020905,0.0,0.0069853437377228,0.005159715675039,1.0,0.839119152140861,0.788302200918338,0.0004300887762126,0.164636972736084,0.164636972736084,0.164636972736084,0.0604838709677419,0.164535102933414,0.817214378571213,0.623490398999252,0.303373705913816,0.0001714889204627,0.359830532896925,0.606927168163277,0.848186218624149,0.106180278478951,0.999011146840881,0.400477148865923,0.106160535443842,0.165549446411087,0.2089439349532,0.797353629908545,5140000000.0,0.0032868011054735,0.267346787142712,0.0030218830748346,0.522078063672045,0.530488784196156,0.476819577828694,0.606927168163277,0.0789097009821337,0.689682802389277,6940000000.0,0.928747193164215,0.046553836380961,0.0506558171643435,0.0,6220000000.0,0.266480950493819,0.185907046476762,0.0007431448920486,0.0146919085528776,0.0525116069871806,0.0022050752311644,0.786712345251104,0.735806531401615,0.593934667638049
,0.0008014364988384,0.689485009772196,0.809108424185043,0.0433162835675902,0.0078841416293437,0.382096836605284,0.580285674355205,0.320117422366839,0.314587971261896,0.459290784181622,0.671572415470249,0.643033755191442,0.37993182072203,938000000.0,0.463145533999312,0.0003530260995331,0.0064273591317213,0.0053658477137564,0.217602569898946,0.781338675662619,9880000000.0,0.195452575878851,0.331846810816739,0.556653746534432,0.0963450281654216,0.0755227786738375,0.331846810816739,0.556653746534432,0.0037035765879045,0.163467061704508,0.0262038378143654,0.0219543587071206,0.125198235250264,5450000000.0,0.663251913758759,0.595557329228762,0.558854257566486,0.627348597964411,0.0008280828082808,0.0001035615821687,0.399238769437705,0.0034278869426156,0.27667678729243,0.28293906330533,0.0,0.0339688011622548,0.0050008452418722,1.0,0.837547403076753,0.771790757952674,0.0004087028707171,0.168176646580422,0.168176646580422,0.168176646580422,0.0254838709677419,0.156375838926175,0.836532938295492,0.627298900501298,0.303250681167957,8440000000.0,0.343625825014532,0.595562057683161,0.848031487466976,0.0916049181662731,0.998915820379526,0.389023314714728,0.0917322129398928,0.157339760488062,0.197220383851754,0.79716922206868,7000000000.0,0.0025140304826916,0.133947646776926,0.0024916187037344,0.507904491931967,0.505166229455538,0.463657192999561,0.595562057683161,0.0220607004920648,0.689485009772196,323000000.0,0.912694436204429,0.0171211639971566,0.0195173538181337,0.0,5620000000.0,0.264284215679418,0.0704647676161919,0.0038411148433386,0.0112512424880767,0.0193124356155035,0.0020163701946754,0.719551864322637,0.729068195470532,0.593870858730685
,0.0038813873981719,0.689830620270722,0.80941582012351,0.0177728489873559,0.0016292583373538,0.380353312472181,0.553118118446088,0.315095140411686,0.315226391940474,0.459712310968499,0.671581895425623,0.645886176476532,0.371353526321672,5340000000.0,0.460679566862099,0.0003835671443953,0.0127102622900094,0.0053658477137564,0.217631078007253,0.781584149966975,0.0013163610214027,0.815590916307523,0.337282593854144,0.97157784767443,0.175746270630178,0.0336681607466233,0.337282593854144,0.97157784767443,0.0086408466744253,0.172808900444418,0.0277530621953017,0.0205631176222991,0.11190037512424,0.0001982024100505,0.0681196103248138,0.621350351752503,0.567559436277408,0.634110149176039,0.0006960696069606,344000000.0,0.416618994859483,0.0198061388645526,0.278396869772559,0.284051059278237,0.0,0.0005274634408502,0.0065175809614211,1.0,0.840552481522206,0.80056338597689,0.0004538952567758,0.176309468627534,0.176309468627534,0.176309468627534,0.0156451612903226,0.172076012367091,0.827191099555583,0.621469280420937,0.303211525944324,0.0002061798686346,0.338591865260571,0.621355165107597,0.849715860751793,0.103981760442961,0.999207808219336,0.414260193120915,0.103791098734672,0.173081268358816,0.215089344804765,0.797496258927975,0.0001880466040449,0.0011042819864266,0.11446909282357,0.0005783000847175,0.545191888355866,0.521280582472295,0.468434651196802,0.621355165107597,0.0224212000276048,0.689830620270722,0.0,0.932902502216629,0.0076077256983831,0.0271110262473745,0.0029355197894523,8050000000.0,0.264463715411334,0.0284857571214393,0.0065185232834222,0.0127850883192442,0.0166477375551577,0.0022773264090016,0.818577191416055,0.738647096442251,0.594191116368366
